order_date,sku_id,quantity_sold,unit_price,warehouse_id,promotion_flag
2025-01-27,SKU204,11,840,WH3,False
2025-04-16,SKU194,6,1063,WH15,False
2025-01-27,SKU251,11,534,WH7,False
2025-06-24,SKU199,15,370,WH9,False
2025-05-14,SKU160,15,176,WH8,False
2025-06-18,SKU067,8,337,WH15,False
2025-02-14,SKU106,17,62,WH13,False
2025-05-08,SKU110,1,822,WH1,True
2025-02-13,SKU240,4,942,WH8,False
2025-03-21,SKU010,15,170,WH11,False
2025-01-04,SKU033,15,1161,WH2,False
2025-05-12,SKU025,6,338,WH5,True
2025-04-15,SKU046,1,63,WH9,False
2025-05-15,SKU155,4,468,WH7,False
2025-04-25,SKU092,17,185,WH5,False
2025-05-23,SKU247,16,929,WH9,False
2025-02-05,SKU227,3,949,WH8,False
2025-03-18,SKU138,12,1239,WH4,False
2025-04-19,SKU243,5,951,WH8,False
2025-06-21,SKU234,16,1239,WH15,False
2025-05-02,SKU190,17,908,WH8,False
2025-04-24,SKU072,6,811,WH12,False
2025-03-14,SKU197,17,907,WH5,False
2025-05-17,SKU133,12,765,WH5,False
2025-01-24,SKU233,16,553,WH14,False
2025-02-22,SKU030,2,32,WH5,True
2025-01-22,SKU029,2,1099,WH11,False
2025-04-01,SKU109,19,441,WH15,False
2025-05-25,SKU127,3,974,WH7,False
2025-02-02,SKU083,11,64,WH10,True
2025-05-15,SKU052,1,619,WH15,False
2025-05-04,SKU087,1,666,WH7,False
2025-03-04,SKU081,4,597,WH7,True
2025-05-20,SKU050,5,1136,WH1,False
2025-06-01,SKU142,8,807,WH12,True
2025-01-11,SKU207,9,670,WH5,False
2025-03-16,SKU257,16,114,WH10,True
2025-04-27,SKU204,1,186,WH5,False
2025-01-27,SKU067,5,337,WH15,False
2025-03-20,SKU050,16,708,WH6,False
2025-04-22,SKU213,3,1033,WH15,False
2025-04-04,SKU112,13,438,WH9,True
2025-03-11,SKU009,3,780,WH4,False
2025-03-19,SKU131,16,209,WH5,False
2025-01-03,SKU155,7,999,WH12,True
2025-01-22,SKU169,3,648,WH10,False
2025-01-10,SKU201,4,1250,WH10,False
2025-05-01,SKU204,12,561,WH9,False
2025-05-26,SKU111,8,106,WH2,True
2025-04-17,SKU115,2,633,WH12,True
2025-04-29,SKU059,10,890,WH9,False
2025-06-18,SKU047,19,476,WH11,False
2025-04-29,SKU094,5,1099,WH9,False
2025-02-24,SKU012,4,1111,WH3,True
2025-01-06,SKU217,13,1295,WH13,False
2025-06-26,SKU187,12,398,WH3,False
2025-03-11,SKU066,11,264,WH2,False
2025-04-27,SKU017,6,333,WH5,False
2025-03-11,SKU077,14,454,WH4,False
2025-06-20,SKU105,6,84,WH12,False
2025-03-28,SKU196,15,216,WH12,False
2025-05-08,SKU122,11,412,WH11,False
2025-03-25,SKU005,13,1169,WH7,True
2025-04-27,SKU004,6,317,WH9,False
2025-05-02,SKU051,5,1096,WH10,False
2025-02-15,SKU203,4,590,WH5,True
2025-02-18,SKU237,13,287,WH1,False
2025-06-19,SKU248,4,485,WH7,False
2025-04-13,SKU227,1,521,WH4,False
2025-06-01,SKU164,19,814,WH7,False
2025-04-23,SKU163,19,634,WH11,True
2025-03-03,SKU177,12,713,WH1,False
2025-06-11,SKU034,2,441,WH1,False
2025-06-20,SKU165,4,425,WH7,False
2025-05-12,SKU227,6,949,WH8,True
2025-01-06,SKU157,6,951,WH13,True
2025-01-23,SKU244,6,938,WH5,False
2025-01-14,SKU063,16,807,WH10,False
2025-03-03,SKU066,9,539,WH9,False
2025-01-04,SKU070,14,864,WH6,False
2025-04-11,SKU163,18,467,WH9,False
2025-03-19,SKU006,9,878,WH3,False
2025-01-22,SKU239,7,729,WH8,False
2025-04-09,SKU194,1,1018,WH8,False
2025-01-01,SKU178,14,81,WH14,False
2025-01-24,SKU084,13,531,WH8,False
2025-04-17,SKU165,14,425,WH7,False
2025-04-27,SKU038,16,1241,WH6,False
2025-03-18,SKU251,9,534,WH7,False
2025-02-05,SKU208,1,965,WH5,False
2025-06-25,SKU013,4,375,WH12,False
2025-01-16,SKU051,19,348,WH1,False
2025-05-20,SKU124,1,406,WH2,False
2025-06-04,SKU056,11,957,WH10,False
2025-06-08,SKU036,7,76,WH10,False
2025-02-04,SKU141,5,592,WH11,False
2025-04-28,SKU025,15,615,WH15,False
2025-01-17,SKU143,18,296,WH12,False
2025-05-21,SKU069,16,584,WH9,False
2025-05-26,SKU144,1,1289,WH1,False
2025-01-16,SKU218,17,871,WH9,False
2025-05-05,SKU006,1,1209,WH15,True
2025-02-13,SKU008,11,881,WH2,False
2025-02-01,SKU017,4,333,WH5,False
2025-04-06,SKU187,2,398,WH3,True
2025-01-23,SKU040,6,561,WH1,False
2025-05-05,SKU005,17,374,WH13,False
2025-06-11,SKU197,9,164,WH1,True
2025-01-11,SKU029,15,1099,WH11,False
2025-03-14,SKU014,16,1136,WH10,False
2025-04-12,SKU229,10,984,WH13,True
2025-01-21,SKU102,15,1287,WH10,True
2025-04-12,SKU094,15,177,WH1,False
2025-03-23,SKU191,8,161,WH10,False
2025-03-19,SKU132,4,864,WH7,True
2025-04-06,SKU218,3,871,WH9,False
2025-01-19,SKU073,17,109,WH8,False
2025-02-23,SKU153,10,117,WH2,False
2025-03-18,SKU186,13,766,WH6,False
2025-04-09,SKU130,2,1296,WH7,True
2025-03-14,SKU040,4,169,WH11,False
2025-03-10,SKU143,14,296,WH12,True
2025-03-27,SKU216,15,1122,WH5,False
2025-01-26,SKU099,12,692,WH12,False
2025-03-16,SKU008,14,566,WH14,True
2025-03-15,SKU178,12,119,WH6,True
2025-02-05,SKU162,11,1022,WH4,False
2025-03-28,SKU133,9,777,WH14,False
2025-04-03,SKU132,12,793,WH4,False
2025-05-17,SKU162,5,1022,WH4,False
2025-01-06,SKU216,10,1000,WH13,True
2025-02-04,SKU232,16,1111,WH5,False
2025-02-11,SKU006,17,878,WH3,False
2025-06-05,SKU111,10,106,WH2,False
2025-03-29,SKU153,2,117,WH2,True
2025-03-15,SKU246,2,1216,WH15,False
2025-02-19,SKU052,6,785,WH5,False
2025-01-01,SKU084,14,1169,WH4,True
2025-01-21,SKU160,13,780,WH7,False
2025-03-08,SKU176,9,1141,WH7,False
2025-06-25,SKU099,6,692,WH12,False
2025-05-27,SKU100,7,471,WH3,False
2025-04-09,SKU088,16,253,WH14,True
2025-01-28,SKU005,7,1169,WH7,False
2025-03-11,SKU239,4,797,WH14,False
2025-01-18,SKU105,2,502,WH3,False
2025-03-26,SKU166,11,1094,WH11,True
2025-05-28,SKU053,8,107,WH9,False
2025-05-11,SKU121,15,1070,WH11,False
2025-01-16,SKU110,3,822,WH1,False
2025-05-15,SKU036,16,76,WH10,False
2025-01-07,SKU060,15,409,WH12,False
2025-06-02,SKU162,14,1022,WH4,False
2025-02-24,SKU160,2,780,WH7,True
2025-05-28,SKU019,16,1022,WH10,False
2025-02-19,SKU239,8,1271,WH5,False
2025-02-03,SKU208,8,816,WH8,False
2025-06-23,SKU122,15,412,WH11,False
2025-05-19,SKU010,2,170,WH11,False
2025-06-10,SKU154,11,991,WH8,False
2025-06-17,SKU164,2,814,WH7,False
2025-03-07,SKU143,9,163,WH2,False
2025-01-08,SKU206,3,1026,WH6,False
2025-02-09,SKU226,13,1010,WH6,False
2025-03-17,SKU145,13,833,WH12,False
2025-01-22,SKU244,7,925,WH3,False
2025-06-26,SKU183,14,805,WH2,False
2025-05-09,SKU057,17,1232,WH14,False
2025-02-19,SKU108,14,1177,WH8,False
2025-01-28,SKU131,12,1012,WH13,True
2025-06-20,SKU055,7,742,WH1,False
2025-06-01,SKU090,3,851,WH2,False
2025-01-26,SKU115,2,975,WH5,False
2025-02-04,SKU046,17,714,WH15,False
2025-04-26,SKU145,18,833,WH12,True
2025-03-08,SKU239,19,797,WH14,False
2025-01-14,SKU017,4,333,WH5,True
2025-06-06,SKU050,15,1136,WH1,False
2025-06-01,SKU023,17,250,WH15,False
2025-06-15,SKU013,15,1274,WH5,False
2025-01-12,SKU038,19,1241,WH6,False
2025-05-04,SKU115,5,347,WH2,False
2025-03-17,SKU218,14,871,WH9,True
2025-04-11,SKU081,4,746,WH6,True
2025-06-08,SKU171,2,918,WH6,False
2025-06-24,SKU155,7,999,WH12,False
2025-06-10,SKU252,17,306,WH10,False
2025-03-14,SKU160,15,780,WH7,False
2025-03-21,SKU102,5,1287,WH10,False
2025-05-13,SKU204,4,760,WH12,False
2025-04-12,SKU012,4,368,WH5,False
2025-01-02,SKU008,3,25,WH15,False
2025-04-04,SKU118,11,851,WH10,False
2025-03-19,SKU130,11,1296,WH7,False
2025-03-29,SKU005,13,806,WH5,False
2025-01-28,SKU254,4,457,WH9,False
2025-06-09,SKU050,18,58,WH8,False
2025-02-26,SKU141,15,592,WH11,False
2025-05-14,SKU048,3,434,WH15,False
2025-04-28,SKU255,8,611,WH10,False
2025-05-15,SKU172,5,1142,WH6,False
2025-02-07,SKU080,14,1247,WH13,False
2025-05-17,SKU130,5,1164,WH15,False
2025-06-21,SKU243,6,218,WH10,False
2025-05-19,SKU202,18,526,WH8,False
2025-04-17,SKU083,15,211,WH2,False
2025-01-13,SKU168,10,29,WH8,False
2025-01-04,SKU227,2,775,WH14,False
2025-02-20,SKU050,13,58,WH8,False
2025-06-17,SKU171,13,301,WH12,True
2025-03-02,SKU037,18,63,WH10,False
2025-01-31,SKU178,2,424,WH7,False
2025-06-18,SKU216,11,1115,WH15,True
2025-03-04,SKU208,15,702,WH4,False
2025-02-19,SKU023,16,1245,WH8,False
2025-05-30,SKU237,10,287,WH1,False
2025-01-14,SKU191,12,161,WH10,False
2025-04-01,SKU178,10,717,WH11,False
2025-02-05,SKU126,11,876,WH4,False
2025-06-20,SKU050,4,58,WH8,False
2025-06-18,SKU014,19,865,WH5,False
2025-06-16,SKU003,6,1107,WH3,False
2025-02-20,SKU058,1,1293,WH11,False
2025-04-20,SKU033,11,915,WH6,False
2025-05-12,SKU213,2,1033,WH15,True
2025-05-16,SKU144,5,23,WH2,True
2025-05-22,SKU118,13,1256,WH2,False
2025-02-19,SKU013,9,1265,WH6,False
2025-06-21,SKU258,19,150,WH8,False
2025-01-04,SKU047,16,476,WH11,False
2025-05-14,SKU252,12,757,WH9,False
2025-04-27,SKU138,19,1239,WH4,True
2025-04-24,SKU170,17,1030,WH10,True
2025-05-18,SKU134,1,810,WH12,False
2025-04-06,SKU245,16,953,WH8,False
2025-03-20,SKU074,9,419,WH13,False
2025-04-23,SKU124,11,52,WH7,False
2025-03-30,SKU211,13,695,WH5,False
2025-03-15,SKU117,6,22,WH1,False
2025-03-26,SKU039,18,51,WH14,False
2025-01-30,SKU205,17,833,WH3,False
2025-01-01,SKU216,16,1000,WH13,False
2025-03-13,SKU121,17,575,WH4,True
2025-05-05,SKU233,5,553,WH14,False
2025-01-11,SKU064,5,54,WH3,False
2025-06-23,SKU036,12,76,WH10,False
2025-02-12,SKU256,1,859,WH5,True
2025-04-16,SKU070,8,864,WH6,False
2025-01-29,SKU236,18,792,WH1,False
2025-04-16,SKU193,5,642,WH14,False
2025-01-03,SKU132,12,42,WH2,False
2025-05-14,SKU229,2,385,WH14,False
2025-06-28,SKU076,3,478,WH9,False
2025-02-24,SKU117,13,660,WH2,False
2025-04-15,SKU084,9,531,WH8,False
2025-04-17,SKU164,8,258,WH14,False
2025-06-10,SKU143,6,296,WH12,True
2025-05-17,SKU089,11,1205,WH5,False
2025-06-05,SKU115,15,1292,WH7,False
2025-06-19,SKU054,15,246,WH10,True
2025-05-26,SKU105,4,955,WH5,False
2025-05-24,SKU032,8,44,WH11,False
2025-05-12,SKU057,3,1232,WH14,False
2025-02-11,SKU017,8,252,WH14,False
2025-02-14,SKU059,14,890,WH9,False
2025-05-22,SKU204,13,199,WH2,False
2025-06-12,SKU023,19,881,WH12,False
2025-03-24,SKU215,15,878,WH11,True
2025-05-11,SKU045,7,1268,WH7,False
2025-04-04,SKU153,2,117,WH2,False
2025-05-17,SKU081,7,746,WH6,False
2025-05-13,SKU037,8,761,WH7,False
2025-05-23,SKU241,16,213,WH10,False
2025-05-07,SKU213,12,1033,WH15,False
2025-01-28,SKU055,2,742,WH1,False
2025-06-19,SKU190,18,908,WH8,False
2025-01-26,SKU222,10,193,WH3,True
2025-05-17,SKU128,1,1209,WH5,False
2025-04-17,SKU154,9,697,WH3,False
2025-06-19,SKU235,1,641,WH7,False
2025-01-14,SKU257,17,114,WH10,False
2025-01-03,SKU227,2,949,WH8,False
2025-05-17,SKU019,8,797,WH11,False
2025-05-07,SKU144,17,172,WH5,False
2025-04-27,SKU202,17,178,WH13,True
2025-01-02,SKU199,9,51,WH7,False
2025-05-27,SKU208,14,1266,WH1,False
2025-01-27,SKU003,14,680,WH4,False
2025-01-12,SKU139,14,1027,WH9,True
2025-05-23,SKU100,17,471,WH3,True
2025-01-01,SKU010,12,1026,WH5,False
2025-05-25,SKU004,6,628,WH12,False
2025-01-30,SKU121,19,1024,WH7,False
2025-06-17,SKU099,6,692,WH12,False
2025-03-22,SKU046,8,714,WH15,False
2025-01-18,SKU065,15,483,WH6,False
2025-03-22,SKU052,15,785,WH5,False
2025-02-10,SKU202,9,526,WH8,True
2025-01-18,SKU255,17,181,WH9,False
2025-01-18,SKU006,17,1209,WH15,False
2025-01-17,SKU201,3,1250,WH10,False
2025-02-24,SKU175,19,530,WH13,False
2025-06-28,SKU014,2,865,WH5,False
2025-05-27,SKU061,5,1253,WH15,False
2025-01-31,SKU025,9,1085,WH13,False
2025-01-26,SKU098,4,1097,WH13,False
2025-03-18,SKU207,5,670,WH5,False
2025-03-31,SKU036,8,1279,WH14,False
2025-04-22,SKU094,5,1099,WH9,False
2025-04-22,SKU232,19,977,WH3,False
2025-05-06,SKU176,10,1141,WH7,False
2025-06-26,SKU248,6,269,WH6,False
2025-03-18,SKU049,15,726,WH2,False
2025-04-14,SKU115,7,634,WH8,False
2025-02-25,SKU239,6,1271,WH5,False
2025-04-01,SKU099,12,76,WH7,False
2025-02-25,SKU244,16,938,WH5,False
2025-01-07,SKU105,1,84,WH12,False
2025-02-21,SKU008,17,566,WH14,False
2025-04-07,SKU187,6,833,WH11,False
2025-04-28,SKU117,1,722,WH4,True
2025-05-07,SKU036,10,1279,WH14,False
2025-03-15,SKU140,11,994,WH13,False
2025-01-24,SKU226,3,180,WH14,False
2025-01-13,SKU226,18,180,WH14,False
2025-05-29,SKU101,11,1008,WH2,False
2025-01-04,SKU055,18,1048,WH15,False
2025-01-17,SKU237,19,216,WH10,False
2025-04-04,SKU173,6,1171,WH2,False
2025-02-18,SKU194,10,1179,WH7,True
2025-06-22,SKU081,15,597,WH7,False
2025-01-10,SKU154,12,697,WH3,False
2025-06-02,SKU130,17,1296,WH7,True
2025-06-17,SKU172,8,460,WH8,False
2025-05-18,SKU008,5,656,WH11,True
2025-03-02,SKU164,14,814,WH7,True
2025-05-06,SKU169,14,76,WH12,False
2025-06-17,SKU003,14,1107,WH3,True
2025-02-06,SKU153,1,280,WH4,False
2025-03-30,SKU057,14,1232,WH14,True
2025-04-28,SKU117,16,660,WH2,False
2025-01-12,SKU170,11,1030,WH10,False
2025-04-21,SKU141,11,592,WH11,False
2025-06-24,SKU110,17,391,WH11,False
2025-04-21,SKU029,1,1099,WH11,True
2025-04-19,SKU086,19,464,WH13,False
2025-03-08,SKU248,12,485,WH7,False
2025-02-09,SKU037,8,761,WH7,False
2025-01-27,SKU128,13,1209,WH5,False
2025-02-16,SKU053,3,107,WH9,False
2025-06-04,SKU006,16,421,WH7,True
2025-06-23,SKU198,2,347,WH3,True
2025-02-14,SKU135,17,1032,WH8,False
2025-06-28,SKU221,5,698,WH1,True
2025-02-12,SKU152,10,621,WH2,False
2025-01-03,SKU070,2,591,WH12,False
2025-01-14,SKU209,6,1214,WH5,False
2025-04-18,SKU222,8,41,WH12,False
2025-04-03,SKU105,13,556,WH8,True
2025-05-05,SKU170,8,1030,WH10,True
2025-06-07,SKU235,9,140,WH8,True
2025-05-02,SKU203,13,22,WH3,False
2025-05-21,SKU084,4,1169,WH4,False
2025-02-25,SKU059,2,1113,WH14,False
2025-02-04,SKU223,9,956,WH3,False
2025-04-16,SKU186,8,766,WH6,True
2025-05-24,SKU037,8,761,WH7,False
2025-01-12,SKU175,1,530,WH13,False
2025-05-22,SKU080,18,1247,WH13,True
2025-06-19,SKU013,14,125,WH10,False
2025-04-28,SKU232,18,977,WH3,False
2025-01-28,SKU189,9,1018,WH1,False
2025-06-25,SKU211,10,1205,WH1,False
2025-04-29,SKU155,6,468,WH7,False
2025-05-16,SKU183,13,805,WH2,False
2025-01-19,SKU091,2,193,WH13,True
2025-02-03,SKU047,7,476,WH11,True
2025-04-18,SKU115,9,577,WH3,True
2025-05-06,SKU017,18,333,WH5,True
2025-05-14,SKU105,7,955,WH5,False
2025-04-29,SKU025,2,338,WH5,False
2025-04-24,SKU240,14,940,WH14,True
2025-02-18,SKU037,1,761,WH7,False
2025-04-13,SKU251,13,934,WH3,False
2025-03-28,SKU006,18,878,WH3,False
2025-02-27,SKU176,14,1141,WH7,False
2025-05-14,SKU036,9,76,WH10,False
2025-01-15,SKU013,8,375,WH12,False
2025-05-28,SKU178,3,424,WH7,False
2025-04-07,SKU247,2,929,WH9,False
2025-05-21,SKU105,5,955,WH5,True
2025-02-18,SKU192,5,1183,WH2,False
2025-04-07,SKU060,17,814,WH14,False
2025-02-10,SKU008,7,656,WH11,False
2025-02-28,SKU070,10,328,WH10,False
2025-02-21,SKU183,9,1253,WH5,False
2025-05-28,SKU248,7,269,WH6,False
2025-02-09,SKU012,18,368,WH5,False
2025-01-06,SKU002,14,417,WH9,False
2025-04-13,SKU032,1,44,WH11,False
2025-01-23,SKU209,2,859,WH13,False
2025-02-15,SKU078,17,1195,WH11,False
2025-04-14,SKU006,6,850,WH14,True
2025-04-01,SKU237,15,161,WH12,True
2025-05-05,SKU078,14,1163,WH14,False
2025-01-22,SKU102,12,778,WH7,False
2025-03-30,SKU255,2,734,WH1,False
2025-06-06,SKU230,13,619,WH11,True
2025-06-18,SKU012,1,414,WH2,False
2025-06-05,SKU204,16,199,WH2,False
2025-06-21,SKU163,16,467,WH9,False
2025-03-05,SKU203,12,590,WH5,True
2025-05-15,SKU115,5,975,WH5,True
2025-03-08,SKU115,6,577,WH3,False
2025-02-07,SKU192,14,1183,WH2,False
2025-06-17,SKU025,10,338,WH5,True
2025-03-21,SKU065,14,866,WH2,False
2025-01-05,SKU092,1,185,WH5,False
2025-02-18,SKU004,11,317,WH9,True
2025-03-07,SKU142,10,667,WH9,True
2025-05-04,SKU155,8,468,WH7,False
2025-02-09,SKU208,11,965,WH5,True
2025-05-07,SKU052,18,620,WH9,True
2025-02-21,SKU010,10,170,WH11,True
2025-04-30,SKU040,17,169,WH11,False
2025-06-20,SKU173,19,105,WH15,False
2025-06-25,SKU060,8,814,WH14,True
2025-04-08,SKU142,19,804,WH4,False
2025-01-29,SKU179,1,290,WH15,False
2025-06-12,SKU112,2,804,WH13,False
2025-02-02,SKU182,2,186,WH6,False
2025-02-13,SKU153,5,280,WH4,False
2025-06-14,SKU157,6,1256,WH5,True
2025-02-11,SKU143,13,163,WH2,False
2025-03-12,SKU192,19,1183,WH2,False
2025-06-10,SKU023,1,1245,WH8,False
2025-05-28,SKU060,13,814,WH14,False
2025-04-15,SKU121,6,1024,WH7,False
2025-05-05,SKU177,11,157,WH11,False
2025-06-02,SKU094,18,1099,WH9,False
2025-06-04,SKU142,19,807,WH12,False
2025-04-08,SKU200,6,461,WH6,False
2025-06-18,SKU132,18,864,WH7,False
2025-03-15,SKU064,6,1076,WH7,False
2025-01-29,SKU222,17,269,WH1,False
2025-02-24,SKU124,14,64,WH12,False
2025-03-15,SKU006,19,1209,WH15,False
2025-05-15,SKU054,19,246,WH10,False
2025-04-12,SKU237,4,161,WH12,False
2025-05-20,SKU139,11,1145,WH7,False
2025-03-01,SKU099,2,76,WH7,False
2025-06-18,SKU248,15,269,WH6,False
2025-04-18,SKU240,6,942,WH8,False
2025-04-03,SKU032,11,1287,WH9,False
2025-02-24,SKU124,2,52,WH7,False
2025-04-27,SKU157,1,1256,WH5,True
2025-03-28,SKU059,7,404,WH2,False
2025-04-08,SKU222,9,269,WH1,False
2025-05-12,SKU196,10,216,WH12,True
2025-06-02,SKU252,7,790,WH2,False
2025-03-03,SKU110,17,391,WH11,False
2025-05-01,SKU211,7,1152,WH13,False
2025-04-15,SKU089,1,892,WH14,False
2025-02-14,SKU084,5,1195,WH3,True
2025-03-23,SKU141,5,1198,WH1,True
2025-03-17,SKU013,12,651,WH8,False
2025-02-07,SKU090,17,297,WH4,True
2025-01-23,SKU160,2,176,WH8,False
2025-01-19,SKU172,12,387,WH14,False
2025-04-08,SKU132,5,864,WH7,False
2025-05-27,SKU117,10,660,WH2,False
2025-01-03,SKU222,11,269,WH1,False
2025-06-28,SKU101,13,1008,WH2,True
2025-01-22,SKU217,1,1295,WH13,False
2025-04-19,SKU157,12,1256,WH5,False
2025-06-16,SKU061,7,1253,WH15,False
2025-05-23,SKU237,18,287,WH1,False
2025-01-27,SKU039,10,51,WH14,True
2025-03-06,SKU028,7,378,WH3,False
2025-04-09,SKU066,5,264,WH2,False
2025-01-14,SKU006,8,850,WH14,False
2025-06-18,SKU040,1,169,WH11,False
2025-06-09,SKU226,6,1010,WH6,False
2025-05-31,SKU119,15,897,WH13,False
2025-01-31,SKU141,10,1198,WH1,False
2025-01-20,SKU157,14,922,WH10,True
2025-05-24,SKU052,7,620,WH9,False
2025-06-04,SKU148,6,472,WH15,False
